norm_name_2,overall,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,norm_name
pierluigigollini,78,,,,,,,78,79,73,74,80,47.0,966,Pierluigi Gollini,ITA,GK,Fiorentina,Serie A,27,1995,3,3,270,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,42.0,76.2,874.0,591.3,6.0,6.0,100.0,14.0,14.0,100.0,12.0,22.0,54.5,0.0,0.0,0.33,0.0,0.0,0.0,42.0,37.0,5.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.33,0.33,100.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,0.0,43.7,38.7,43.7,0.0,0.0,0.0,43.7,0.0,0.0,0.0,0.0,0.0,34.7,141.0,72.3,0.0,0.0,0.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,pierluigigollini
alexmeret,78,,,,,,,79,73,70,77,81,44.0,1645,Alex Meret,ITA,GK,Napoli,Serie A,25,1997,21,21,1890,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,28.4,86.6,570.0,346.0,5.76,5.76,100.0,12.6,12.8,98.9,6.05,9.71,62.3,0.0,0.0,0.05,0.0,0.0,0.0,28.4,20.9,7.52,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.05,29.9,26.0,29.8,0.05,0.0,0.0,29.9,0.0,0.0,0.0,0.0,0.0,16.2,68.7,37.2,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.1,0.0,100.0,alexmeret
stoledimitrievski,78,,,,,,,77,82,75,78,79,36.0,690,Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,29,1993,19,19,1710,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,30.7,61.5,543.3,397.6,3.47,3.47,100.0,8.95,9.11,98.3,6.42,17.8,36.0,0.0,0.05,0.58,0.0,0.0,0.0,30.7,19.7,10.8,2.58,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,18.9,0.21,0.0,0.16,0.11,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.47,0.11,32.7,27.2,32.5,0.21,0.0,0.0,32.7,0.0,0.0,0.0,0.0,0.0,16.9,104.7,63.8,0.0,0.0,0.0,0.0,0.0,11.4,0.05,0.16,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.26,0.0,100.0,stoledimitrievski
illanmeslier,77,,,,,,,79,76,73,72,81,38.0,1650,Illan Meslier,FRA,GK,Leeds United,Premier League,22,2000,21,21,1890,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,30.3,60.1,456.2,297.3,4.38,4.52,96.8,9.1,9.33,97.4,4.67,16.3,28.7,0.0,0.0,0.33,0.05,0.0,0.0,30.3,20.0,10.2,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,0.05,0.05,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.05,0.14,33.3,0.1,0.0,0.0,0.0,0.05,0.1,0.71,0.0,32.8,26.7,32.6,0.24,0.05,0.0,32.8,0.0,0.0,0.0,0.0,0.0,16.3,100.4,56.4,0.0,0.0,0.0,0.05,0.0,11.8,0.0,0.1,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.29,0.05,85.7,illanmeslier
robertsanchez,77,,,,,,,78,75,71,77,80,45.0,2196,Robert Sánchez,ESP,GK,Brighton,Premier League,25,1997,21,21,1890,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,34.3,75.6,601.0,390.3,8.0,8.05,99.4,12.7,13.1,96.7,4.95,12.5,39.7,0.0,0.0,0.52,0.0,0.0,0.0,34.3,26.6,7.52,1.62,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.24,0.14,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.19,0.38,0.1,36.4,30.5,36.2,0.19,0.0,0.0,36.4,0.0,0.0,0.0,0.0,0.0,22.9,104.8,64.7,0.0,0.0,0.0,0.0,0.0,20.9,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1.19,0.29,0.0,100.0,robertsanchez
marvinschwabe,77,,,,,,,77,73,78,75,80,47.0,2238,Marvin Schwäbe,GER,GK,Köln,Bundesliga,27,1995,19,19,1710,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,41.4,79.7,854.1,537.8,4.89,4.95,98.9,20.2,20.5,98.7,7.89,15.9,49.7,0.0,0.0,0.47,0.05,0.0,0.0,41.4,33.5,7.84,2.32,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.05,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.21,0.05,43.3,30.8,42.7,0.68,0.0,0.0,43.3,0.0,0.0,0.0,0.0,0.0,27.5,132.5,82.6,0.0,0.05,0.05,0.05,0.0,26.2,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.21,0.0,100.0,marvinschwabe
benjaminlecomte,77,,,,,,,76,74,78,76,76,41.0,1403,Benjamin Lecomte,FRA,GK,Espanyol,La Liga,31,1991,10,10,899,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,27.5,65.1,630.2,523.4,2.1,2.1,100.0,6.6,6.7,98.5,9.2,18.4,50.0,0.0,0.1,0.5,0.0,0.0,0.0,27.5,14.9,12.3,4.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.3,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,29.8,22.8,29.0,0.8,0.0,0.0,29.8,0.0,0.0,0.0,0.0,0.0,12.4,74.6,50.6,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.6,0.0,0.0,0.0,benjaminlecomte
paulbernardoni,76,,,,,,,76,73,74,76,80,29.0,270,Paul Bernardoni,FRA,GK,Angers,Ligue 1,25,1997,14,14,1260,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,25.2,70.0,476.6,350.9,3.57,3.71,96.2,8.86,9.14,96.9,5.07,12.1,42.0,0.0,0.0,0.43,0.0,0.0,0.0,25.2,15.6,9.5,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.14,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.07,0.07,100.0,0.0,0.0,0.0,0.0,0.0,0.07,0.29,0.07,28.1,23.8,27.9,0.14,0.0,0.0,28.1,0.0,0.0,0.0,0.0,0.0,16.7,78.9,53.6,0.0,0.0,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.71,0.36,0.07,83.3,paulbernardoni
lorenzomontipo,76,,,,,,,76,74,72,74,80,41.0,1703,Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,26,1996,21,21,1890,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,31.8,65.2,791.7,662.6,2.33,2.38,98.0,6.9,7.1,97.3,11.3,22.0,51.4,0.0,0.0,1.71,0.05,0.0,0.0,31.8,20.8,10.9,2.9,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.1,0.0,0.33,0.1,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.05,0.0,0.05,0.0,0.0,1.1,0.1,35.4,28.3,35.1,0.43,0.0,0.0,35.4,0.0,0.0,0.0,0.0,0.0,15.4,108.5,57.6,0.0,0.05,0.0,0.19,0.0,12.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.1,0.1,50.0,lorenzomontipo
florianmuller,76,,,,,,,75,73,73,74,80,43.0,1736,Florian Müller,GER,GK,Stuttgart,Bundesliga,25,1997,19,19,1710,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,38.6,81.4,813.3,563.7,6.84,6.89,99.2,15.7,16.0,98.4,8.63,15.4,56.2,0.0,0.11,0.37,0.05,0.0,0.11,38.6,30.3,8.26,1.21,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,31.4,0.05,0.05,0.21,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.21,40.8,33.1,40.1,0.84,0.0,0.0,40.8,0.0,0.0,0.0,0.0,0.0,23.5,117.7,67.3,0.0,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.16,0.0,100.0,florianmuller
robinzentner,76,,,,,,,77,73,59,71,81,65.0,2667,Robin Zentner,GER,GK,Mainz 05,Bundesliga,28,1994,15,15,1350,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,31.9,55.1,594.5,469.8,2.0,2.0,100.0,7.33,7.67,95.7,8.27,22.1,37.3,0.0,0.07,0.8,0.07,0.0,0.27,31.9,22.2,9.6,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.13,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.6,0.0,34.7,26.9,33.8,0.6,0.33,0.27,34.7,0.0,0.0,0.0,0.0,0.0,18.7,111.3,61.6,0.0,0.0,0.0,0.07,0.0,11.6,0.07,0.07,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.67,0.0,100.0,robinzentner
ivanprovedel,76,,,,,,,77,74,71,74,79,42.0,2010,Ivan Provedel,ITA,GK,Lazio,Serie A,28,1994,22,21,1973,21.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,37.1,79.3,815.7,590.0,5.89,5.89,100.0,11.2,11.6,96.5,12.1,19.2,63.2,0.0,0.05,0.59,0.0,0.0,0.0,37.1,28.7,8.22,2.6,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,29.4,0.18,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.59,0.0,39.4,33.7,39.3,0.23,0.0,0.0,39.4,0.05,0.05,100.0,0.0,0.0,24.1,127.9,78.1,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.09,0.0,100.0,ivanprovedel
fraserforster,76,,,,,,,76,72,67,75,81,30.0,877,Fraser Forster,ENG,GK,Tottenham,Premier League,34,1988,2,2,180,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,21.5,81.4,432.0,309.5,3.5,3.5,100.0,9.0,9.0,100.0,5.0,8.5,58.8,0.0,0.0,0.0,0.0,0.0,0.0,21.5,15.5,5.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,24.0,23.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,12.5,79.0,50.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,fraserforster
marcobizot,76,,,,,,,79,73,69,75,76,46.0,293,Marco Bizot,NED,GK,Brest,Ligue 1,31,1991,21,21,1890,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,27.7,71.8,617.5,445.4,1.95,1.95,100.0,10.3,10.5,98.6,7.52,15.1,49.7,0.0,0.0,0.33,0.05,0.0,0.0,27.7,17.5,10.1,2.57,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.05,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.81,0.1,31.0,27.5,31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,18.3,94.8,45.8,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.14,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.19,0.05,80.0,marcobizot
pietroterracciano,76,,,,,,,76,73,70,78,79,41.0,2414,Pietro Terracciano,ITA,GK,Fiorentina,Serie A,32,1990,18,18,1620,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,36.4,75.9,777.4,527.9,5.17,5.17,100.0,11.9,12.2,97.7,10.4,18.7,55.8,0.0,0.0,0.44,0.0,0.0,0.0,36.4,26.6,9.61,3.17,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,27.6,0.17,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.11,0.0,0.0,0.11,0.11,100.0,0.0,0.0,0.0,0.0,0.0,0.11,0.28,0.0,38.4,29.7,37.9,0.5,0.0,0.0,38.4,0.06,0.06,100.0,0.0,0.0,19.7,106.1,67.2,0.0,0.0,0.0,0.06,0.0,20.2,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.06,0.0,1.72,0.28,0.0,100.0,pietroterracciano
andriylunin,75,,,,,,,74,71,73,75,76,37.0,1485,Andriy Lunin,UKR,GK,Real Madrid,La Liga,24,1999,5,5,450,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,31.6,90.5,687.8,467.8,6.0,6.0,100.0,16.2,16.6,97.6,6.4,8.8,72.7,0.0,0.0,0.0,0.0,0.0,0.0,31.6,26.0,5.6,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,28.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8,26.0,32.6,0.2,0.0,0.0,32.8,0.0,0.0,0.0,0.0,0.0,21.0,95.4,39.2,0.0,0.0,0.0,0.0,0.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,andriylunin
marekrodak,75,,,,,,,76,71,73,73,76,48.0,2096,Marek Rodák,SVK,GK,Fulham,Premier League,26,1996,2,2,180,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,30.5,47.5,585.0,518.5,1.5,1.5,100.0,4.0,4.5,88.9,8.5,24.0,35.4,0.0,0.0,0.0,0.0,0.0,0.0,30.5,19.0,11.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,32.5,29.0,32.5,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,0.0,18.0,103.0,47.0,0.0,0.0,0.0,0.5,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,100.0,marekrodak
michelegregorio,75,,,,,,,77,74,71,75,78,30.0,660,Michele Di Gregorio,ITA,GK,Monza,Serie A,25,1997,21,21,1890,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,39.6,75.9,776.1,516.0,7.43,7.43,100.0,12.9,13.1,98.2,9.62,18.9,50.9,0.0,0.0,0.48,0.0,0.0,0.0,39.6,30.9,8.71,2.81,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.38,0.05,41.8,34.0,41.6,0.19,0.0,0.0,41.8,0.1,0.1,100.0,0.0,0.0,25.2,140.9,96.2,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.1,0.05,66.7,micheledigregorio
alexanderschwolow,75,,,,,,,75,72,63,74,77,37.0,2239,Alexander Schwolow,GER,GK,Schalke 04,Bundesliga,30,1992,17,17,1530,17.0,0,0.06,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,25.0,37.5,66.7,831.4,671.4,4.12,4.18,98.6,10.3,10.5,98.3,10.5,22.5,46.5,0.0,0.06,1.35,0.06,0.0,0.0,37.5,26.7,10.6,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.18,0.0,0.47,0.18,0.24,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.35,0.12,40.4,33.5,40.2,0.18,0.06,0.06,40.4,0.0,0.0,0.0,0.0,0.0,21.4,100.3,52.0,0.0,0.0,0.0,0.0,0.0,18.9,0.0,0.06,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.12,0.06,66.7,alexanderschwolow
benoitcostil,75,,,,,,,73,74,75,76,75,49.0,556,Benoît Costil,FRA,GK,Auxerre,Ligue 1,35,1987,19,19,1710,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,31.2,69.8,726.4,547.5,2.84,2.84,100.0,9.11,9.42,96.6,9.79,18.8,52.1,0.0,0.0,0.58,0.0,0.0,0.05,31.2,19.6,11.5,4.26,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,21.8,0.11,0.0,0.21,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.21,50.0,0.11,0.0,0.0,0.0,0.0,0.11,0.26,0.0,33.6,27.9,33.4,0.16,0.0,0.0,33.6,0.05,0.05,100.0,0.0,0.0,19.8,99.9,51.3,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.11,0.0,100.0,benoitcostil
svenulreich,75,,,,,,,75,69,62,73,79,41.0,2491,Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,34,1988,3,3,270,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7,43.7,84.0,760.7,510.3,13.7,13.7,100.0,17.7,18.0,98.1,5.33,11.7,45.7,0.0,0.0,0.0,0.0,0.0,0.0,43.7,36.7,6.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.0,0.0,0.33,0.33,100.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,46.3,41.0,46.3,0.33,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,32.3,147.0,72.3,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.33,0.0,0.0,0.33,0.33,0.0,0.0,0.33,0.0,0.33,0.0,1.67,0.0,0.0,0.0,svenulreich
frederikrnnow,75,,,,,,,77,71,68,73,78,47.0,2149,Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,30,1992,16,16,1440,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,41.1,69.4,856.9,675.6,4.94,4.94,100.0,13.9,13.9,100.0,9.63,22.1,43.6,0.0,0.06,1.25,0.13,0.0,0.0,41.1,32.0,9.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.06,0.06,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.38,0.0,43.1,29.8,42.6,0.56,0.0,0.0,43.1,0.0,0.0,0.0,0.0,0.0,27.2,136.4,87.9,0.0,0.0,0.0,0.0,0.0,22.4,0.0,0.06,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.19,0.06,75.0,frederikrnnow
robinolsen,75,,,,,,,76,74,78,75,75,35.0,1838,Robin Olsen,SWE,GK,Aston Villa,Premier League,33,1990,3,2,236,2.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,42.7,58.6,675.0,483.1,5.38,5.77,93.3,10.8,10.8,100.0,8.85,26.2,33.8,0.0,0.0,0.77,0.0,0.0,0.0,42.7,30.4,12.3,3.08,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.38,0.0,46.2,38.8,45.4,0.77,0.0,0.0,46.2,0.0,0.0,0.0,0.0,0.0,27.3,140.4,71.5,0.0,0.0,0.0,0.38,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,robinolsen
