norm_name_2,overall,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,norm_name
gianlucapegolo,70,,,,,,,68,68,60,70,70,43.0,1924,Gianluca Pegolo,ITA,GK,Sassuolo,Serie A,41,1981,2,2,180,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.5,83.1,826.0,529.0,6.5,6.5,100.0,15.5,16.0,96.9,9.5,15.5,61.3,0.0,0.0,0.0,0.0,0.0,0.0,38.5,28.0,10.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,40.5,35.5,40.5,0.0,0.0,0.0,40.5,0.0,0.0,0.0,0.0,0.0,23.0,99.0,61.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,gianlucapegolo
vitomannone,70,,,,,,,68,67,66,72,71,55.0,1536,Vito Mannone,ITA,GK,Lorient,Ligue 1,34,1988,9,8,798,8.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,31.2,68.7,525.6,346.1,4.38,4.38,100.0,12.2,12.4,99.1,4.72,14.4,32.8,0.0,0.0,0.11,0.0,0.0,0.0,31.2,20.4,10.8,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.22,33.8,29.9,33.7,0.11,0.0,0.0,33.8,0.0,0.0,0.0,0.0,0.0,22.2,117.4,82.7,0.0,0.0,0.0,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.11,0.0,100.0,vitomannone
ralffahrmann,70,,,,,,,72,65,38,70,76,42.0,816,Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,34,1988,3,3,270,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7,43.7,81.7,1087.3,828.7,4.0,4.0,100.0,18.0,18.0,100.0,13.7,21.7,63.1,0.0,0.0,0.67,0.0,0.0,0.0,43.7,33.0,10.7,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,45.7,37.7,44.7,1.0,0.0,0.0,45.7,0.0,0.0,0.0,0.0,0.0,27.3,98.0,60.7,0.0,0.0,0.0,0.0,0.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,100.0,ralffahrmann
yahiafofana,69,,,,,,,70,66,65,66,70,41.0,870,Yahia Fofana,FRA,GK,Angers,Ligue 1,22,2000,8,8,720,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,30.4,71.2,579.1,421.6,3.88,3.88,100.0,10.4,10.5,98.8,7.25,15.9,45.7,0.0,0.0,0.25,0.0,0.0,0.0,30.4,21.3,9.13,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.13,32.6,29.1,32.4,0.25,0.0,0.0,32.6,0.13,0.13,100.0,0.0,0.0,22.3,126.6,92.5,0.0,0.13,0.13,0.0,0.0,12.4,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.38,0.0,100.0,yahiafofana
lennartgrill,69,,,,,,,72,64,61,65,73,40.0,1014,Lennart Grill,GER,GK,Union Berlin,Bundesliga,24,1999,4,4,360,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,43.3,69.9,959.3,766.8,4.5,4.5,100.0,14.3,14.5,98.3,11.5,24.0,47.9,0.0,0.0,2.0,0.0,0.0,0.0,43.3,37.5,5.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,0.0,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,45.0,31.5,43.8,1.25,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,29.8,148.0,92.5,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,100.0,lennartgrill
wladimirofalcone,69,,,,,,,70,71,66,67,75,27.0,820,Wladimiro Falcone,ITA,GK,Lecce,Serie A,27,1995,22,22,1980,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,31.9,52.4,541.9,420.1,2.45,2.45,100.0,6.68,6.95,96.1,7.45,22.2,33.6,0.0,0.05,0.32,0.05,0.0,0.0,31.9,20.9,10.8,3.14,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.18,0.0,0.09,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.09,100.0,0.0,0.0,0.0,0.0,0.05,0.14,0.68,0.05,35.2,29.5,35.1,0.09,0.0,0.0,35.2,0.0,0.0,0.0,0.0,0.0,17.6,110.0,59.1,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.05,0.0,0.0,0.05,0.09,0.0,0.0,0.0,0.0,0.05,0.0,1.05,0.45,0.0,100.0,wladimirofalcone
remydescamps,69,,,,,,,73,65,63,70,71,43.0,651,Rémy Descamps,FRA,GK,Nantes,Ligue 1,26,1996,1,1,90,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,26.0,84.6,684.0,521.0,2.0,2.0,100.0,10.0,10.0,100.0,9.0,13.0,69.2,0.0,0.0,1.0,0.0,0.0,0.0,26.0,18.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,26.0,28.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,18.0,149.0,124.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,remydescamps
morydiaw,69,,,,,,,71,69,67,67,73,43.0,680,Mory Diaw,SEN,GK,Clermont Foot,Ligue 1,29,1993,23,23,2070,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,37.4,68.8,773.6,572.5,4.04,4.09,98.9,11.3,11.8,95.9,10.1,21.2,47.7,0.0,0.09,0.91,0.09,0.0,0.0,37.4,25.6,11.7,4.52,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,25.7,0.09,0.0,0.17,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.09,0.09,0.39,0.13,40.2,32.9,40.0,0.26,0.0,0.0,40.2,0.0,0.0,0.0,0.0,0.0,26.0,147.3,96.9,0.0,0.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.17,0.0,100.0,morydiaw
remyriou,69,,,,,,,69,66,65,70,68,48.0,2085,Rémy Riou,FRA,GK,Lyon,Ligue 1,35,1987,4,3,331,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,33.5,84.7,648.1,521.6,5.95,6.22,95.7,16.5,17.0,96.8,5.68,10.0,56.8,0.0,0.0,0.0,0.0,0.0,0.27,33.5,24.9,8.65,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.0,0.0,0.27,0.27,100.0,0.0,0.0,0.0,0.0,0.0,0.27,0.54,0.0,35.9,29.2,35.7,0.27,0.0,0.0,35.9,0.0,0.0,0.0,0.0,0.0,24.9,97.0,54.9,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,remyriou
rjannyland,69,,,,,,,69,68,68,68,70,47.0,1814,Ørjan Nyland,NOR,GK,RB Leipzig,Bundesliga,32,1990,1,1,90,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,90.0,779.0,469.0,6.0,6.0,100.0,11.0,11.0,100.0,10.0,13.0,76.9,0.0,0.0,2.0,0.0,0.0,0.0,30.0,28.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,25.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,25.0,140.0,46.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,rjannyland
yehvanndiouf,68,,,,,,,69,68,67,69,70,45.0,699,Yehvann Diouf,FRA,GK,Reims,Ligue 1,23,1999,15,15,1350,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,31.7,77.1,689.9,463.7,2.6,2.67,97.5,13.3,13.5,99.0,8.33,15.3,54.6,0.0,0.07,0.33,0.0,0.0,0.0,31.7,22.9,8.67,2.2,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.13,0.0,0.2,0.13,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.07,0.07,100.0,0.0,0.0,0.0,0.0,0.0,0.07,0.53,0.2,34.5,29.7,34.5,0.07,0.0,0.0,34.5,0.07,0.07,100.0,0.0,0.0,24.2,126.9,72.9,0.0,0.0,0.0,0.13,0.0,14.4,0.0,0.13,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.33,0.07,83.3,yehvanndiouf
michaelzetterer,68,,,,,,,67,66,69,65,71,41.0,2669,Michael Zetterer,GER,GK,Werder Bremen,Bundesliga,27,1995,1,0,62,0.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,45.7,65.6,1037.1,764.3,2.86,2.86,100.0,10.0,10.0,100.0,17.1,32.9,52.2,0.0,0.0,1.43,0.0,0.0,0.0,45.7,38.6,7.14,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,47.1,42.9,47.1,0.0,0.0,0.0,47.1,0.0,0.0,0.0,0.0,0.0,28.6,215.7,130.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.0,100.0,michaelzetterer
fabianbredlow,68,,,,,,,70,66,62,63,71,39.0,347,Fabian Bredlow,GER,GK,Stuttgart,Bundesliga,27,1995,1,1,90,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,41.0,90.2,827.0,477.0,8.0,8.0,100.0,20.0,20.0,100.0,9.0,13.0,69.2,0.0,0.0,0.0,0.0,0.0,0.0,41.0,34.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,29.0,44.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,27.0,118.0,69.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,fabianbredlow
robertsanchez,68,64.0,62.0,64.0,64.0,62.0,56.0,10,11,11,10,14,,2196,Robert Sánchez,ESP,GK,Brighton,Premier League,25,1997,21,21,1890,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,34.3,75.6,601.0,390.3,8.0,8.05,99.4,12.7,13.1,96.7,4.95,12.5,39.7,0.0,0.0,0.52,0.0,0.0,0.0,34.3,26.6,7.52,1.62,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.24,0.14,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.19,0.38,0.1,36.4,30.5,36.2,0.19,0.0,0.0,36.4,0.0,0.0,0.0,0.0,0.0,22.9,104.8,64.7,0.0,0.0,0.0,0.0,0.0,20.9,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1.19,0.29,0.0,100.0,robertsanchez
lucaschevalier,67,,,,,,,68,66,65,65,67,41.0,490,Lucas Chevalier,FRA,GK,Lille,Ligue 1,21,2001,16,16,1440,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,32.0,76.6,545.3,355.8,7.06,7.13,99.1,12.9,13.1,98.6,4.38,11.6,37.8,0.0,0.06,0.38,0.0,0.0,0.0,32.0,27.3,4.69,1.19,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.06,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0.0,0.0,0.06,0.06,100.0,0.0,0.06,0.0,0.06,0.06,0.13,0.13,0.13,33.8,27.3,33.8,0.06,0.0,0.0,33.8,0.0,0.0,0.0,0.0,0.0,28.1,141.5,96.3,0.0,0.0,0.0,0.06,0.0,20.4,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.06,0.0,0.0,0.0,1.31,0.06,0.0,100.0,lucaschevalier
francois-josephsollacaro,67,,,,,,,67,66,65,68,69,44.0,2316,François-Joseph Sollacaro,FRA,GK,Ajaccio,Ligue 1,28,1994,3,3,270,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,21.0,55.6,330.0,258.7,2.67,2.67,100.0,3.67,4.33,84.6,4.67,13.3,35.0,0.0,0.0,0.33,0.0,0.0,0.0,21.0,13.7,7.33,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,21.3,16.7,21.3,0.0,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,13.7,81.0,39.3,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,francois-josephsollacaro
diegolopez,66,53.0,26.0,46.0,48.0,66.0,68.0,7,9,10,15,16,,1460,Diego López,ESP,GK,Rayo Vallecano,La Liga,41,1981,1,1,90,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,75.9,462.0,309.0,7.0,8.0,87.5,11.0,11.0,100.0,4.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,23.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,14.0,92.0,64.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,diegolopez
fernandopacheco,66,71.0,61.0,62.0,65.0,43.0,73.0,6,16,16,15,15,,1878,Fernando Pacheco,ESP,GK,Almería,La Liga,30,1992,1,1,90,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.0,64.5,617.0,423.0,2.0,2.0,100.0,10.0,11.0,90.9,8.0,17.0,47.1,0.0,0.0,1.0,0.0,0.0,0.0,31.0,22.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,30.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,20.0,109.0,89.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fernandopacheco
joaquinblazquez,65,,,,,,,64,59,63,67,69,23.0,300,Joaquín Blázquez,ARG,GK,Brest,Ligue 1,22,2001,1,1,90,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,29.0,72.4,728.0,535.0,6.0,6.0,100.0,7.0,8.0,87.5,8.0,14.0,57.1,0.0,0.0,1.0,0.0,0.0,0.0,29.0,13.0,16.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,26.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,15.0,104.0,55.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joaquinblazquez
filipjorgensen,65,,,,,,,64,69,68,64,66,36.0,1217,Filip Jörgensen,DEN,GK,Villarreal,La Liga,20,2002,1,1,90,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,35.0,82.9,459.0,223.0,11.0,11.0,100.0,18.0,19.0,94.7,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,25.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,33.0,35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,21.0,91.0,54.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,filipjorgensen
diantramaj,64,,,,,,,67,64,68,63,67,24.0,2031,Diant Ramaj,GER,GK,Eint Frankfurt,Bundesliga,21,2001,1,1,90,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,25.0,84.0,501.0,271.0,5.0,5.0,100.0,12.0,12.0,100.0,4.0,8.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,19.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,27.0,28.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,18.0,95.0,66.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0,diantramaj
janolschowsky,63,,,,,,,64,63,64,65,64,20.0,1186,Jan Jakob Olschowsky,GER,GK,M'Gladbach,Bundesliga,21,2001,2,2,180,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,45.5,76.9,868.5,552.5,6.5,6.5,100.0,20.5,20.5,100.0,8.0,18.5,43.2,0.0,0.0,1.0,0.0,0.0,0.0,45.5,35.5,10.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,50.0,40.5,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,23.0,149.5,80.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,janjakobolschowsky
matiscarvalho,61,,,,,,,62,61,59,59,63,37.0,448,Matis Carvalho,POR,GK,Montpellier,Ligue 1,23,1999,2,1,136,1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,35.3,39.6,616.0,529.3,0.67,0.67,100.0,3.33,3.33,100.0,10.0,30.7,32.6,0.0,0.0,0.67,0.0,0.0,0.0,35.3,19.3,15.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.0,37.3,29.3,37.3,0.0,0.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,21.3,140.7,74.7,0.0,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,50.0,matiscarvalho
petarzovko,58,,,,,,,55,59,60,55,66,21.0,2682,Petar Zovko,BIH,GK,Spezia,Serie A,20,2002,1,0,74,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,45.0,61.1,853.8,572.5,5.0,5.0,100.0,11.3,11.3,100.0,11.3,28.8,39.1,0.0,0.0,1.25,0.0,0.0,0.0,45.0,26.3,18.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,0.0,0.0,1.25,1.25,100.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,47.5,36.3,45.0,2.5,0.0,0.0,47.5,0.0,0.0,0.0,0.0,0.0,22.5,96.3,55.0,0.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,petarzovko
ghjuvanniquilichini,56,,,,,,,54,52,58,59,63,25.0,2021,Ghjuvanni Quilichini,FRA,GK,Ajaccio,Ligue 1,20,2002,1,0,82,0.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,37.8,41.2,567.8,474.4,1.11,1.11,100.0,5.56,5.56,100.0,8.89,31.1,28.6,0.0,0.0,0.0,0.0,0.0,0.0,37.8,22.2,15.6,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,41.1,34.4,41.1,0.0,0.0,0.0,41.1,0.0,0.0,0.0,0.0,0.0,22.2,154.4,124.4,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,ghjuvanniquilichini
